FechaInicio,FechaFin,ClaveEntidad,Estado,Nivel
03/08/2020,16/08/2020,6,Chihuahua,3
03/08/2020,16/08/2020,7,CDMX,3
03/08/2020,16/08/2020,8,Coahuila,4
03/08/2020,16/08/2020,9,Colima,4
03/08/2020,16/08/2020,10,Durango,4
03/08/2020,16/08/2020,11,Guanajuato,3
03/08/2020,16/08/2020,12,Guerrero,3
03/08/2020,16/08/2020,13,Hidalgo,4
03/08/2020,16/08/2020,14,Jalisco,4
03/08/2020,16/08/2020,15,EdoMex,3
03/08/2020,16/08/2020,16,Michoacán,4
03/08/2020,16/08/2020,17,Morelos,3
03/08/2020,16/08/2020,18,Nayarit,4
03/08/2020,16/08/2020,19,Nuevo León,4
03/08/2020,16/08/2020,20,Veracruz,4
03/08/2020,16/08/2020,20,Oaxaca,3
03/08/2020,16/08/2020,21,Puebla,4
03/08/2020,16/08/2020,22,Querétaro,3
03/08/2020,16/08/2020,23,Quintana Roo,3
03/08/2020,16/08/2020,24,San Luis Potosí,4
03/08/2020,16/08/2020,25,Sinaloa,3
03/08/2020,16/08/2020,26,Sonora,3
03/08/2020,16/08/2020,27,Tabasco,4
03/08/2020,16/08/2020,28,Tamaulipas,4
03/08/2020,16/08/2020,29,Tlaxcala,3
03/08/2020,16/08/2020,31,Yucatán,4
03/08/2020,16/08/2020,32,Zacatecas,4
15/06/2020,21/06/2020,1,Aguascalientes,3
15/06/2020,21/06/2020,2,Baja California,4
15/06/2020,21/06/2020,3,Baja California Sur,3
15/06/2020,21/06/2020,4,Campeche,3
15/06/2020,21/06/2020,5,Chiapas,4
15/06/2020,21/06/2020,6,Chihuahua,3
15/06/2020,21/06/2020,7,CDMX,4
15/06/2020,21/06/2020,8,Coahuila,3
15/06/2020,21/06/2020,9,Colima,4
15/06/2020,21/06/2020,10,Durango,3
15/06/2020,21/06/2020,11,Guanajuato,3
15/06/2020,21/06/2020,12,Guerrero,4
15/06/2020,21/06/2020,13,Hidalgo,4
15/06/2020,21/06/2020,14,Jalisco,3
15/06/2020,21/06/2020,15,EdoMex,4
15/06/2020,21/06/2020,16,Michoacán,3
15/06/2020,21/06/2020,17,Morelos,4
15/06/2020,21/06/2020,18,Nayarit,4
15/06/2020,21/06/2020,19,Nuevo León,3
15/06/2020,21/06/2020,20,Veracruz,4
15/06/2020,21/06/2020,20,Oaxaca,4
15/06/2020,21/06/2020,21,Puebla,4
15/06/2020,21/06/2020,22,Querétaro,4
15/06/2020,21/06/2020,23,Quintana Roo,3
15/06/2020,21/06/2020,24,San Luis Potosí,3
15/06/2020,21/06/2020,25,Sinaloa,4
15/06/2020,21/06/2020,26,Sonora,4
15/06/2020,21/06/2020,27,Tabasco,3
15/06/2020,21/06/2020,28,Tamaulipas,3
15/06/2020,21/06/2020,29,Tlaxcala,4
15/06/2020,21/06/2020,31,Yucatán,3
15/06/2020,21/06/2020,32,Zacatecas,3
22/06/2020,28/06/2020,1,Aguascalientes,3
22/06/2020,28/06/2020,2,Baja California,4
22/06/2020,28/06/2020,3,Baja California Sur,3
22/06/2020,28/06/2020,4,Campeche,3
22/06/2020,28/06/2020,5,Chiapas,4
22/06/2020,28/06/2020,6,Chihuahua,3
22/06/2020,28/06/2020,7,CDMX,4
22/06/2020,28/06/2020,8,Coahuila,3
22/06/2020,28/06/2020,9,Colima,3
22/06/2020,28/06/2020,10,Durango,3
22/06/2020,28/06/2020,11,Guanajuato,3
22/06/2020,28/06/2020,12,Guerrero,4
22/06/2020,28/06/2020,13,Hidalgo,3
22/06/2020,28/06/2020,14,Jalisco,3
22/06/2020,28/06/2020,15,EdoMex,4
22/06/2020,28/06/2020,16,Michoacán,3
22/06/2020,28/06/2020,17,Morelos,4
22/06/2020,28/06/2020,18,Nayarit,4
22/06/2020,28/06/2020,19,Nuevo León,3
22/06/2020,28/06/2020,20,Veracruz,4
22/06/2020,28/06/2020,20,Oaxaca,4
22/06/2020,28/06/2020,21,Puebla,4
22/06/2020,28/06/2020,22,Querétaro,4
22/06/2020,28/06/2020,23,Quintana Roo,3
22/06/2020,28/06/2020,24,San Luis Potosí,3
22/06/2020,28/06/2020,25,Sinaloa,4
22/06/2020,28/06/2020,26,Sonora,4
22/06/2020,28/06/2020,27,Tabasco,4
22/06/2020,28/06/2020,28,Tamaulipas,3
22/06/2020,28/06/2020,29,Tlaxcala,4
22/06/2020,28/06/2020,31,Yucatán,3
22/06/2020,28/06/2020,32,Zacatecas,3
29/06/2020,05/07/2020,1,Aguascalientes,3
29/06/2020,05/07/2020,2,Baja California,4
29/06/2020,05/07/2020,3,Baja California Sur,3
29/06/2020,05/07/2020,4,Campeche,3
29/06/2020,05/07/2020,5,Chiapas,3
29/06/2020,05/07/2020,6,Chihuahua,3
29/06/2020,05/07/2020,7,CDMX,3
29/06/2020,05/07/2020,8,Coahuila,3
29/06/2020,05/07/2020,9,Colima,4
29/06/2020,05/07/2020,10,Durango,3
29/06/2020,05/07/2020,11,Guanajuato,3
29/06/2020,05/07/2020,12,Guerrero,4
29/06/2020,05/07/2020,13,Hidalgo,4
29/06/2020,05/07/2020,14,Jalisco,3
29/06/2020,05/07/2020,15,EdoMex,4
29/06/2020,05/07/2020,16,Michoacán,3
29/06/2020,05/07/2020,17,Morelos,4
29/06/2020,05/07/2020,18,Nayarit,4
29/06/2020,05/07/2020,19,Nuevo León,4
29/06/2020,05/07/2020,20,Veracruz,3
29/06/2020,05/07/2020,20,Oaxaca,4
29/06/2020,05/07/2020,21,Puebla,4
29/06/2020,05/07/2020,22,Querétaro,3
29/06/2020,05/07/2020,23,Quintana Roo,3
29/06/2020,05/07/2020,24,San Luis Potosí,3
29/06/2020,05/07/2020,25,Sinaloa,4
29/06/2020,05/07/2020,26,Sonora,4
29/06/2020,05/07/2020,27,Tabasco,4
29/06/2020,05/07/2020,28,Tamaulipas,3
29/06/2020,05/07/2020,29,Tlaxcala,4
29/06/2020,05/07/2020,31,Yucatán,3
29/06/2020,05/07/2020,32,Zacatecas,3
13/07/2020,19/07/2020,1,Aguascalientes,3
13/07/2020,19/07/2020,2,Baja California,4
13/07/2020,19/07/2020,3,Baja California Sur,3
13/07/2020,19/07/2020,4,Campeche,3
13/07/2020,19/07/2020,5,Chiapas,4
13/07/2020,19/07/2020,6,Chihuahua,3
13/07/2020,19/07/2020,7,CDMX,3
13/07/2020,19/07/2020,8,Coahuila,4
13/07/2020,19/07/2020,9,Colima,4
13/07/2020,19/07/2020,10,Durango,3
13/07/2020,19/07/2020,11,Guanajuato,4
13/07/2020,19/07/2020,12,Guerrero,3
13/07/2020,19/07/2020,13,Hidalgo,3
13/07/2020,19/07/2020,14,Jalisco,3
13/07/2020,19/07/2020,15,EdoMex,4
13/07/2020,19/07/2020,16,Michoacán,3
13/07/2020,19/07/2020,17,Morelos,3
13/07/2020,19/07/2020,18,Nayarit,4
13/07/2020,19/07/2020,19,Nuevo León,4
13/07/2020,19/07/2020,20,Veracruz,4
13/07/2020,19/07/2020,20,Oaxaca,3
13/07/2020,19/07/2020,21,Puebla,4
13/07/2020,19/07/2020,22,Querétaro,3
13/07/2020,19/07/2020,23,Quintana Roo,3
13/07/2020,19/07/2020,24,San Luis Potosí,3
13/07/2020,19/07/2020,25,Sinaloa,4
13/07/2020,19/07/2020,26,Sonora,4
13/07/2020,19/07/2020,27,Tabasco,4
13/07/2020,19/07/2020,28,Tamaulipas,4
13/07/2020,19/07/2020,29,Tlaxcala,4
13/07/2020,19/07/2020,31,Yucatán,3
13/07/2020,19/07/2020,32,Zacatecas,3
20/07/2020,26/07/2020,1,Aguascalientes,3
20/07/2020,26/07/2020,2,Baja California,3
20/07/2020,26/07/2020,3,Baja California Sur,4
20/07/2020,26/07/2020,4,Campeche,3
20/07/2020,26/07/2020,5,Chiapas,3
20/07/2020,26/07/2020,6,Chihuahua,3
20/07/2020,26/07/2020,7,CDMX,3
20/07/2020,26/07/2020,8,Coahuila,4
20/07/2020,26/07/2020,9,Colima,4
20/07/2020,26/07/2020,10,Durango,3
20/07/2020,26/07/2020,11,Guanajuato,4
20/07/2020,26/07/2020,12,Guerrero,3
20/07/2020,26/07/2020,13,Hidalgo,4
20/07/2020,26/07/2020,14,Jalisco,4
20/07/2020,26/07/2020,15,EdoMex,3
20/07/2020,26/07/2020,16,Michoacán,3
20/07/2020,26/07/2020,17,Morelos,3
20/07/2020,26/07/2020,18,Nayarit,4
20/07/2020,26/07/2020,19,Nuevo León,4
20/07/2020,26/07/2020,20,Veracruz,4
20/07/2020,26/07/2020,20,Oaxaca,4
20/07/2020,26/07/2020,21,Puebla,4
20/07/2020,26/07/2020,22,Querétaro,4
20/07/2020,26/07/2020,23,Quintana Roo,4
20/07/2020,26/07/2020,24,San Luis Potosí,4
20/07/2020,26/07/2020,25,Sinaloa,3
20/07/2020,26/07/2020,26,Sonora,3
20/07/2020,26/07/2020,27,Tabasco,4
20/07/2020,26/07/2020,28,Tamaulipas,4
20/07/2020,26/07/2020,29,Tlaxcala,3
20/07/2020,26/07/2020,31,Yucatán,4
20/07/2020,26/07/2020,32,Zacatecas,4
27/07/2020,02/08/2020,1,Aguascalientes,3
27/07/2020,02/08/2020,2,Baja California,3
27/07/2020,02/08/2020,3,Baja California Sur,4
27/07/2020,02/08/2020,4,Campeche,3
27/07/2020,02/08/2020,5,Chiapas,3
27/07/2020,02/08/2020,6,Chihuahua,3
27/07/2020,02/08/2020,7,CDMX,3
27/07/2020,02/08/2020,8,Coahuila,4
27/07/2020,02/08/2020,9,Colima,4
27/07/2020,02/08/2020,10,Durango,3
27/07/2020,02/08/2020,11,Guanajuato,4
27/07/2020,02/08/2020,12,Guerrero,3
27/07/2020,02/08/2020,13,Hidalgo,4
27/07/2020,02/08/2020,14,Jalisco,4
27/07/2020,02/08/2020,15,EdoMex,3
27/07/2020,02/08/2020,16,Michoacán,3
27/07/2020,02/08/2020,17,Morelos,3
27/07/2020,02/08/2020,18,Nayarit,4
27/07/2020,02/08/2020,19,Nuevo León,4
27/07/2020,02/08/2020,20,Veracruz,4
27/07/2020,02/08/2020,20,Oaxaca,4
27/07/2020,02/08/2020,21,Puebla,4
27/07/2020,02/08/2020,22,Querétaro,4
27/07/2020,02/08/2020,23,Quintana Roo,4
27/07/2020,02/08/2020,24,San Luis Potosí,4
27/07/2020,02/08/2020,25,Sinaloa,3
27/07/2020,02/08/2020,26,Sonora,3
27/07/2020,02/08/2020,27,Tabasco,4
27/07/2020,02/08/2020,28,Tamaulipas,4
27/07/2020,02/08/2020,29,Tlaxcala,3
27/07/2020,02/08/2020,31,Yucatán,4
27/07/2020,02/08/2020,32,Zacatecas,4
17/08/2020,30/08/2020,1,Aguascalientes,4
17/08/2020,30/08/2020,2,Baja California,3
17/08/2020,30/08/2020,3,Baja California Sur,4
17/08/2020,30/08/2020,4,Campeche,2
17/08/2020,30/08/2020,5,Chiapas,3
17/08/2020,30/08/2020,6,Chihuahua,3
17/08/2020,30/08/2020,7,CDMX,3
17/08/2020,30/08/2020,8,Coahuila,3
17/08/2020,30/08/2020,9,Colima,4
17/08/2020,30/08/2020,10,Durango,3
17/08/2020,30/08/2020,11,Guanajuato,3
17/08/2020,30/08/2020,12,Guerrero,3
17/08/2020,30/08/2020,13,Hidalgo,4
17/08/2020,30/08/2020,14,Jalisco,3
17/08/2020,30/08/2020,15,EdoMex,3
17/08/2020,30/08/2020,16,Michoacán,3
17/08/2020,30/08/2020,17,Morelos,3
17/08/2020,30/08/2020,18,Nayarit,4
17/08/2020,30/08/2020,19,Nuevo León,3
17/08/2020,30/08/2020,20,Veracruz,3
17/08/2020,30/08/2020,20,Oaxaca,3
17/08/2020,30/08/2020,21,Puebla,3
17/08/2020,30/08/2020,22,Querétaro,3
17/08/2020,30/08/2020,23,Quintana Roo,3
17/08/2020,30/08/2020,24,San Luis Potosí,3
17/08/2020,30/08/2020,25,Sinaloa,3
17/08/2020,30/08/2020,26,Sonora,3
17/08/2020,30/08/2020,27,Tabasco,3
17/08/2020,30/08/2020,28,Tamaulipas,3
17/08/2020,30/08/2020,29,Tlaxcala,3
17/08/2020,30/08/2020,31,Yucatán,3
17/08/2020,30/08/2020,32,Zacatecas,4
31/08/2020,13/09/2020,1,Aguascalientes,3
31/08/2020,13/09/2020,2,Baja California,3
31/08/2020,13/09/2020,3,Baja California Sur,3
31/08/2020,13/09/2020,4,Campeche,2
31/08/2020,13/09/2020,5,Chiapas,2
31/08/2020,13/09/2020,6,Chihuahua,2
31/08/2020,13/09/2020,7,CDMX,3
31/08/2020,13/09/2020,8,Coahuila,3
31/08/2020,13/09/2020,9,Colima,4
31/08/2020,13/09/2020,10,Durango,3
31/08/2020,13/09/2020,11,Guanajuato,3
31/08/2020,13/09/2020,12,Guerrero,2
31/08/2020,13/09/2020,13,Hidalgo,3
31/08/2020,13/09/2020,14,Jalisco,3
31/08/2020,13/09/2020,15,EdoMex,3
31/08/2020,13/09/2020,16,Michoacán,3
31/08/2020,13/09/2020,17,Morelos,3
31/08/2020,13/09/2020,18,Nayarit,3
31/08/2020,13/09/2020,19,Nuevo León,3
31/08/2020,13/09/2020,20,Veracruz,2
31/08/2020,13/09/2020,20,Oaxaca,2
31/08/2020,13/09/2020,21,Puebla,3
31/08/2020,13/09/2020,22,Querétaro,3
31/08/2020,13/09/2020,23,Quintana Roo,3
31/08/2020,13/09/2020,24,San Luis Potosí,3
31/08/2020,13/09/2020,25,Sinaloa,3
31/08/2020,13/09/2020,26,Sonora,2
31/08/2020,13/09/2020,27,Tabasco,2
31/08/2020,13/09/2020,28,Tamaulipas,2
31/08/2020,13/09/2020,29,Tlaxcala,2
31/08/2020,13/09/2020,31,Yucatán,3
31/08/2020,13/09/2020,32,Zacatecas,3
14/09/2020,27/09/2020,1,Aguascalientes,3
14/09/2020,27/09/2020,2,Baja California,3
14/09/2020,27/09/2020,3,Baja California Sur,3
14/09/2020,27/09/2020,4,Campeche,2
14/09/2020,27/09/2020,5,Chiapas,2
14/09/2020,27/09/2020,6,Chihuahua,2
14/09/2020,27/09/2020,7,CDMX,3
14/09/2020,27/09/2020,8,Coahuila,3
14/09/2020,27/09/2020,9,Colima,3
14/09/2020,27/09/2020,10,Durango,3
14/09/2020,27/09/2020,11,Guanajuato,3
14/09/2020,27/09/2020,12,Guerrero,3
14/09/2020,27/09/2020,13,Hidalgo,3
14/09/2020,27/09/2020,14,Jalisco,3
14/09/2020,27/09/2020,15,EdoMex,3
14/09/2020,27/09/2020,16,Michoacán,3
14/09/2020,27/09/2020,17,Morelos,2
14/09/2020,27/09/2020,18,Nayarit,3
14/09/2020,27/09/2020,19,Nuevo León,3
14/09/2020,27/09/2020,20,Veracruz,3
14/09/2020,27/09/2020,20,Oaxaca,3
14/09/2020,27/09/2020,21,Puebla,3
14/09/2020,27/09/2020,22,Querétaro,3
14/09/2020,27/09/2020,23,Quintana Roo,2
14/09/2020,27/09/2020,24,San Luis Potosí,3
14/09/2020,27/09/2020,25,Sinaloa,3
14/09/2020,27/09/2020,26,Sonora,2
14/09/2020,27/09/2020,27,Tabasco,3
14/09/2020,27/09/2020,28,Tamaulipas,2
14/09/2020,27/09/2020,29,Tlaxcala,2
14/09/2020,27/09/2020,31,Yucatán,3
14/09/2020,27/09/2020,32,Zacatecas,3
28/09/2020,11/10/2020,1,Aguascalientes,2
28/09/2020,11/10/2020,2,Baja California,2
28/09/2020,11/10/2020,3,Baja California Sur,3
28/09/2020,11/10/2020,4,Campeche,1
28/09/2020,11/10/2020,5,Chiapas,2
28/09/2020,11/10/2020,6,Chihuahua,2
28/09/2020,11/10/2020,7,CDMX,3
28/09/2020,11/10/2020,8,Coahuila,2
28/09/2020,11/10/2020,9,Colima,3
28/09/2020,11/10/2020,10,Durango,2
28/09/2020,11/10/2020,11,Guanajuato,2
28/09/2020,11/10/2020,12,Guerrero,3
28/09/2020,11/10/2020,13,Hidalgo,3
28/09/2020,11/10/2020,14,Jalisco,3
28/09/2020,11/10/2020,15,EdoMex,3
28/09/2020,11/10/2020,16,Michoacán,3
28/09/2020,11/10/2020,17,Morelos,2
28/09/2020,11/10/2020,18,Nayarit,3
28/09/2020,11/10/2020,19,Nuevo León,3
28/09/2020,11/10/2020,20,Veracruz,3
28/09/2020,11/10/2020,20,Oaxaca,2
28/09/2020,11/10/2020,21,Puebla,2
28/09/2020,11/10/2020,22,Querétaro,2
28/09/2020,11/10/2020,23,Quintana Roo,3
28/09/2020,11/10/2020,24,San Luis Potosí,3
28/09/2020,11/10/2020,25,Sinaloa,2
28/09/2020,11/10/2020,26,Sonora,2
28/09/2020,11/10/2020,27,Tabasco,2
28/09/2020,11/10/2020,28,Tamaulipas,2
28/09/2020,11/10/2020,29,Tlaxcala,2
28/09/2020,11/10/2020,31,Yucatán,3
28/09/2020,11/10/2020,32,Zacatecas,3
12/10/2020,25/10/2020,1,Aguascalientes,3
12/10/2020,25/10/2020,2,Baja California,2
12/10/2020,25/10/2020,3,Baja California Sur,2
12/10/2020,25/10/2020,4,Campeche,1
12/10/2020,25/10/2020,5,Chiapas,2
12/10/2020,25/10/2020,6,Chihuahua,3
12/10/2020,25/10/2020,7,CDMX,3
12/10/2020,25/10/2020,8,Coahuila,3
12/10/2020,25/10/2020,9,Colima,3
12/10/2020,25/10/2020,10,Durango,3
12/10/2020,25/10/2020,11,Guanajuato,2
12/10/2020,25/10/2020,12,Guerrero,3
12/10/2020,25/10/2020,13,Hidalgo,3
12/10/2020,25/10/2020,14,Jalisco,3
12/10/2020,25/10/2020,15,EdoMex,3
12/10/2020,25/10/2020,16,Michoacán,2
12/10/2020,25/10/2020,17,Morelos,2
12/10/2020,25/10/2020,18,Nayarit,3
12/10/2020,25/10/2020,19,Nuevo León,3
12/10/2020,25/10/2020,20,Veracruz,2
12/10/2020,25/10/2020,20,Oaxaca,3
12/10/2020,25/10/2020,21,Puebla,2
12/10/2020,25/10/2020,22,Querétaro,3
12/10/2020,25/10/2020,23,Quintana Roo,2
12/10/2020,25/10/2020,24,San Luis Potosí,2
12/10/2020,25/10/2020,25,Sinaloa,3
12/10/2020,25/10/2020,26,Sonora,2
12/10/2020,25/10/2020,27,Tabasco,2
12/10/2020,25/10/2020,28,Tamaulipas,2
12/10/2020,25/10/2020,29,Tlaxcala,2
12/10/2020,25/10/2020,31,Yucatán,3
12/10/2020,25/10/2020,32,Zacatecas,3
26/10/2020,08/11/2020,1,Aguascalientes,3
26/10/2020,08/11/2020,2,Baja California,3
26/10/2020,08/11/2020,3,Baja California Sur,3
26/10/2020,08/11/2020,4,Campeche,1
26/10/2020,08/11/2020,5,Chiapas,2
26/10/2020,08/11/2020,6,Chihuahua,4
26/10/2020,08/11/2020,7,CDMX,3
26/10/2020,08/11/2020,8,Coahuila,3
26/10/2020,08/11/2020,9,Colima,3
26/10/2020,08/11/2020,10,Durango,3
26/10/2020,08/11/2020,11,Guanajuato,2
26/10/2020,08/11/2020,12,Guerrero,3
26/10/2020,08/11/2020,13,Hidalgo,3
26/10/2020,08/11/2020,14,Jalisco,3
26/10/2020,08/11/2020,15,EdoMex,3
26/10/2020,08/11/2020,16,Michoacán,3
26/10/2020,08/11/2020,17,Morelos,2
26/10/2020,08/11/2020,18,Nayarit,3
26/10/2020,08/11/2020,19,Nuevo León,3
26/10/2020,08/11/2020,20,Veracruz,2
26/10/2020,08/11/2020,20,Oaxaca,2
26/10/2020,08/11/2020,21,Puebla,2
26/10/2020,08/11/2020,22,Querétaro,3
26/10/2020,08/11/2020,23,Quintana Roo,3
26/10/2020,08/11/2020,24,San Luis Potosí,3
26/10/2020,08/11/2020,25,Sinaloa,2
26/10/2020,08/11/2020,26,Sonora,2
26/10/2020,08/11/2020,27,Tabasco,2
26/10/2020,08/11/2020,28,Tamaulipas,2
26/10/2020,08/11/2020,29,Tlaxcala,2
26/10/2020,08/11/2020,31,Yucatán,3
26/10/2020,08/11/2020,32,Zacatecas,3
09/11/2020,22/11/2020,1,Aguascalientes,3
09/11/2020,22/11/2020,2,Baja California,3
09/11/2020,22/11/2020,3,Baja California Sur,3
09/11/2020,22/11/2020,4,Campeche,1
09/11/2020,22/11/2020,5,Chiapas,2
09/11/2020,22/11/2020,6,Chihuahua,4
09/11/2020,22/11/2020,7,CDMX,3
09/11/2020,22/11/2020,8,Coahuila,3
09/11/2020,22/11/2020,9,Colima,3
09/11/2020,22/11/2020,10,Durango,4
09/11/2020,22/11/2020,11,Guanajuato,3
09/11/2020,22/11/2020,12,Guerrero,3
09/11/2020,22/11/2020,13,Hidalgo,3
09/11/2020,22/11/2020,14,Jalisco,3
09/11/2020,22/11/2020,15,EdoMex,3
09/11/2020,22/11/2020,16,Michoacán,2
09/11/2020,22/11/2020,17,Morelos,2
09/11/2020,22/11/2020,18,Nayarit,2
09/11/2020,22/11/2020,19,Nuevo León,3
09/11/2020,22/11/2020,20,Veracruz,2
09/11/2020,22/11/2020,20,Oaxaca,2
09/11/2020,22/11/2020,21,Puebla,2
09/11/2020,22/11/2020,22,Querétaro,3
09/11/2020,22/11/2020,23,Quintana Roo,2
09/11/2020,22/11/2020,24,San Luis Potosí,3
09/11/2020,22/11/2020,25,Sinaloa,3
09/11/2020,22/11/2020,26,Sonora,3
09/11/2020,22/11/2020,27,Tabasco,2
09/11/2020,22/11/2020,28,Tamaulipas,2
09/11/2020,22/11/2020,29,Tlaxcala,2
09/11/2020,22/11/2020,31,Yucatán,3
09/11/2020,22/11/2020,32,Zacatecas,3
23/11/2020,06/12/2020,1,Aguascalientes,3
23/11/2020,06/12/2020,2,Baja California,3
23/11/2020,06/12/2020,3,Baja California Sur,2
23/11/2020,06/12/2020,4,Campeche,1
23/11/2020,06/12/2020,5,Chiapas,1
23/11/2020,06/12/2020,6,Chihuahua,4
23/11/2020,06/12/2020,7,CDMX,3
23/11/2020,06/12/2020,8,Coahuila,3
23/11/2020,06/12/2020,9,Colima,2
23/11/2020,06/12/2020,10,Durango,4
23/11/2020,06/12/2020,11,Guanajuato,3
23/11/2020,06/12/2020,12,Guerrero,3
23/11/2020,06/12/2020,13,Hidalgo,3
23/11/2020,06/12/2020,14,Jalisco,3
23/11/2020,06/12/2020,15,EdoMex,3
23/11/2020,06/12/2020,16,Michoacán,2
23/11/2020,06/12/2020,17,Morelos,2
23/11/2020,06/12/2020,18,Nayarit,2
23/11/2020,06/12/2020,19,Nuevo León,3
23/11/2020,06/12/2020,20,Veracruz,2
23/11/2020,06/12/2020,20,Oaxaca,2
23/11/2020,06/12/2020,21,Puebla,2
23/11/2020,06/12/2020,22,Querétaro,3
23/11/2020,06/12/2020,23,Quintana Roo,2
23/11/2020,06/12/2020,24,San Luis Potosí,3
23/11/2020,06/12/2020,25,Sinaloa,2
23/11/2020,06/12/2020,26,Sonora,3
23/11/2020,06/12/2020,27,Tabasco,2
23/11/2020,06/12/2020,28,Tamaulipas,2
23/11/2020,06/12/2020,29,Tlaxcala,2
23/11/2020,06/12/2020,31,Yucatán,2
23/11/2020,06/12/2020,32,Zacatecas,3
29/03/2021,11/04/2021,1,Aguascalientes,2
29/03/2021,11/04/2021,2,Baja California,2
29/03/2021,11/04/2021,3,Baja California Sur,2
29/03/2021,11/04/2021,4,Campeche,1
29/03/2021,11/04/2021,5,Chiapas,1
29/03/2021,11/04/2021,6,Chihuahua,3
29/03/2021,11/04/2021,7,CDMX,3
29/03/2021,11/04/2021,8,Coahuila,1
29/03/2021,11/04/2021,9,Colima,2
29/03/2021,11/04/2021,10,Durango,2
29/03/2021,11/04/2021,11,Guanajuato,2
29/03/2021,11/04/2021,12,Guerrero,2
29/03/2021,11/04/2021,13,Hidalgo,3
29/03/2021,11/04/2021,14,Jalisco,1
29/03/2021,11/04/2021,15,EdoMex,3
29/03/2021,11/04/2021,16,Michoacán,2
29/03/2021,11/04/2021,17,Morelos,2
29/03/2021,11/04/2021,18,Nayarit,1
29/03/2021,11/04/2021,19,Nuevo León,2
29/03/2021,11/04/2021,20,Veracruz,1
29/03/2021,11/04/2021,20,Oaxaca,2
29/03/2021,11/04/2021,21,Puebla,3
29/03/2021,11/04/2021,22,Querétaro,3
29/03/2021,11/04/2021,23,Quintana Roo,2
29/03/2021,11/04/2021,24,San Luis Potosí,2
29/03/2021,11/04/2021,25,Sinaloa,2
29/03/2021,11/04/2021,26,Sonora,2
29/03/2021,11/04/2021,27,Tabasco,2
29/03/2021,11/04/2021,28,Tamaulipas,1
